ZIPcode,TaxRateArea_CITY,AIN,RollYear,TaxRateArea,AssessorID,PropertyLocation,PropertyType,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,totBuildingDataLines,YearBuilt,EffectiveYearBuilt,SQFTmain,Bedrooms,Bathrooms,Units,RecordingDate,LandValue,LandBaseYear,ImprovementValue,ImpBaseYear,TotalLandImpValue,HomeownersExemption,RealEstateExemption,FixtureValue,FixtureExemption,PersonalPropertyValue,PersonalPropertyExemption,isTaxableParcel?,TotalValue,TotalExemption,netTaxableValue,SpecialParcelClassification,AdministrativeRegion,Cluster,ParcelBoundaryDescription,HouseNo,HouseFraction,StreetDirection,StreetName,UnitNo,City,ZIPcode5,rowID,CENTER_LAT,CENTER_LON,Location 1
91505-2947,BURBANK    ,2480019009,2016,2530,2480-019-009,741 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,1945,1958,3,2,1,20081007,460907.0,2009,233118.0,2009,694025.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,694025.0,7000.0,687025.0, ,3,3183,TRACT NO 9666 LOT   66,741, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019009,34.16484325,-118.34233384,"LIMA ST
(34.16484325, -118.34233384)"
91505-2947,BURBANK    ,2480019010,2016,2530,2480-019-010,735 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1936,1936,1368,2,2,1,20140825,41816.0,1975,30419.0,1975,72235.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,72235.0,7000.0,65235.0, ,3,3183,TRACT NO 9666 LOT   67,735, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019010,34.16471604,-118.34227333,"LIMA ST
(34.16471604, -118.34227333)"
91505-2947,BURBANK    ,2480019011,2016,2530,2480-019-011,731 N LIMA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1936,1941,1944,3,2,1,19970725,160506.0,1998,215805.0,1998,376311.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,376311.0,0.0,376311.0, ,3,3183,TRACT NO 9666 LOT   68,731, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019011,34.16458702,-118.34221193,"LIMA ST
(34.16458702, -118.34221193)"
91505-2947,BURBANK    ,2480019012,2016,2530,2480-019-012,727 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1936,1960,2187,3,3,1,20141021,189506.0,1998,208308.0,1998,397814.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,397814.0,7000.0,390814.0, ,3,3183,TRACT NO 9666 LOT   69,727, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019012,34.16445767,-118.34214786,"LIMA ST
(34.16445767, -118.34214786)"
91505-2947,BURBANK    ,2480019013,2016,2530,2480-019-013,723 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1988,2813,4,3,1,20030414,176509.0,1998,313968.0,1998,490477.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,490477.0,7000.0,483477.0, ,3,3183,TRACT NO 9666 LOT   70,723, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019013,34.16433047,-118.34208675,"LIMA ST
(34.16433047, -118.34208675)"
91505-2947,BURBANK    ,2480019014,2016,2530,2480-019-014,721 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1937,1958,1570,3,2,1,20080414,498199.0,2008,184185.0,2008,682384.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,682384.0,7000.0,675384.0, ,3,3183,TRACT NO 9666 LOT   71,721, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019014,34.16420317,-118.34202551,"LIMA ST
(34.16420317, -118.34202551)"
91505-2947,BURBANK    ,2480019015,2016,2530,2480-019-015,717 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1941,1944,1787,3,2,1,20150904,581500.0,2016,268500.0,2016,850000.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,850000.0,0.0,850000.0, ,3,3183,TRACT NO 9666 LOT   72,717, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019015,34.16407463,-118.34196443,"LIMA ST
(34.16407463, -118.34196443)"
91505-2947,BURBANK    ,2480019016,2016,2530,2480-019-016,711 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,1970,1774,3,2,1,20141224,596967.0,2015,205080.0,2015,802047.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,802047.0,7000.0,795047.0, ,3,3183,TRACT NO 9666 LOT   73,711, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019016,34.16394646,-118.34190179,"LIMA ST
(34.16394646, -118.34190179)"
91505-2947,BURBANK    ,2480019017,2016,2530,2480-019-017,707 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1944,1387,2,1,1,20140910,255464.0,2001,132755.0,2001,388219.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,388219.0,7000.0,381219.0, ,3,3183,TRACT NO 9666 LOT   74,707, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019017,34.16383079,-118.34184434,"LIMA ST
(34.16383079, -118.34184434)"
91505-2947,BURBANK    ,2480019018,2016,2530,2480-019-018,705 N LIMA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1941,1945,1907,3,2,1,20140311,582694.0,2014,165995.0,2014,748689.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,748689.0,0.0,748689.0, ,3,3183,TRACT NO 9666 LOT   75,705, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019018,34.16370236,-118.34183606,"LIMA ST
(34.16370236, -118.34183606)"
91505-2947,BURBANK    ,2480019019,2016,2530,2480-019-019,701 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,1951,1986,3,2,1,20091013,150501.0,1984,134275.0,1984,284776.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,284776.0,7000.0,277776.0, ,3,3183,TRACT NO 9666 LOT   76,701, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019019,34.16359192,-118.34172904,"LIMA ST
(34.16359192, -118.34172904)"
91505-2953,BURBANK    ,2480019020,2016,2530,2480-019-020,641 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1941,1948,1336,2,2,1,20021213,330084.0,2003,128860.0,2003,458944.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,458944.0,0.0,458944.0, ,3,3183,TRACT NO 9666 LOT   77,641, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019020,34.16346785,-118.34162212,"LIMA ST
(34.16346785, -118.34162212)"
91505-2953,BURBANK    ,2480019021,2016,2530,2480-019-021,635 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1948,1948,2136,4,3,1,20150514,194813.0,1995,202467.0,1995,397280.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,397280.0,7000.0,390280.0, ,3,3183,TRACT NO 9666 LOT   78,635, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480019021,34.16327497,-118.34144851,"LIMA ST
(34.16327497, -118.34144851)"
91505-2933,BURBANK    ,2480019022,2016,2530,2480-019-022,708 N AVON ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1940,1943,1760,3,3,1,20040831,554244.0,2005,221761.0,2005,776005.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,776005.0,7000.0,769005.0, ,3,3183,TRACT NO 9666 LOT   79,708, ,N,AVON ST, ,BURBANK CA,91505.0,20162480019022,34.16383174,-118.34219909,"AVON ST
(34.16383174, -118.34219909)"
 ,BURBANK    ,2481002002,2016,2530,2481-002-002,,VAC,010V,Residential,Single Family Residence, ,Vacant Land,0,0,0,0,0,0,0,20040629,4120.0,1975,0.0,1975,4120.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,4120.0,0.0,4120.0, ,3,3183,TRACT NO 7977 EX T/L EASE LOT   30,0, , , , , ,,20162481002002,34.1656375,-118.34740657,"(34.16563750, -118.34740657)"
91505-2933,BURBANK    ,2480019023,2016,2530,2480-019-023,712 N AVON ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1942,1258,2,2,1,20151001,536000.0,2016,134000.0,2016,670000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,670000.0,7000.0,663000.0, ,3,3183,TRACT NO 9666 LOT   80,712, ,N,AVON ST, ,BURBANK CA,91505.0,20162480019023,34.16399532,-118.34233882,"AVON ST
(34.16399532, -118.34233882)"
91505-2933,BURBANK    ,2480019024,2016,2530,2480-019-024,716 N AVON ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,2005,2005,2750,4,4,1,20150812,765000.0,2016,510000.0,2016,1275000.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,1275000.0,0.0,1275000.0, ,3,3183,TRACT NO 9666 LOT   81,716, ,N,AVON ST, ,BURBANK CA,91505.0,20162480019024,34.164109499999995,-118.34243829,"AVON ST
(34.16410950, -118.34243829)"
91505-2933,BURBANK    ,2480019025,2016,2530,2480-019-025,720 N AVON ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,2,1947,1949,2090,3,3,2,20141029,487524.0,1991,88327.0,1991,575851.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,575851.0,7000.0,568851.0, ,3,3414,TRACT NO 9666 LOT   82,720, ,N,AVON ST, ,BURBANK CA,91505.0,20162480019025,34.16422433,-118.34254031,"AVON ST
(34.16422433, -118.34254031)"
91505-2933,BURBANK    ,2480019026,2016,2530,2480-019-026,728 N AVON ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,2000,4333,5,5,1,20070920,257301.0,1993,804048.0,1993,1061349.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,1061349.0,7000.0,1054349.0, ,3,3183,TRACT NO 9666 LOT   83,728, ,N,AVON ST, ,BURBANK CA,91505.0,20162480019026,34.16434551,-118.34263742,"AVON ST
(34.16434551, -118.34263742)"
91505-2933,BURBANK    ,2480019027,2016,2530,2480-019-027,732 N AVON ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1948,1948,1526,3,2,1,20050302,89245.0,1983,133877.0,1983,223122.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,223122.0,7000.0,216122.0, ,3,3183,TRACT NO 9666 LOT   84,732, ,N,AVON ST, ,BURBANK CA,91505.0,20162480019027,34.16446133,-118.34273540000001,"AVON ST
(34.16446133, -118.34273540)"
91505-2933,BURBANK    ,2480019028,2016,2530,2480-019-028,736 N AVON ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,2,1940,1953,2202,3,2,2,20121004,352911.0,2004,99515.0,2004,452426.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,452426.0,0.0,452426.0, ,3,3414,TRACT NO 9666 LOT   85,736, ,N,AVON ST, ,BURBANK CA,91505.0,20162480019028,34.16456559,-118.34284261,"AVON ST
(34.16456559, -118.34284261)"
91505-2933,BURBANK    ,2480019029,2016,2530,2480-019-029,740 N AVON ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1945,1791,3,2,1,20021029,339621.0,1991,155558.0,1991,495179.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,495179.0,7000.0,488179.0, ,3,3183,TRACT NO 9666 LOT   86,740, ,N,AVON ST, ,BURBANK CA,91505.0,20162480019029,34.16456206,-118.34311209,"AVON ST
(34.16456206, -118.34311209)"
91505-2903,BURBANK    ,2480020001,2016,2530,2480-020-001,3320 W CLARK AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1941,1942,1498,2,2,1,20030523,41601.0,1975,33319.0,1975,74920.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,74920.0,7000.0,67920.0, ,3,3183,TRACT NO 9666 LOT   13,3320, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162480020001,34.16527358,-118.34197826,"CLARK AVE
(34.16527358, -118.34197826)"
91505-2903,BURBANK    ,2480020002,2016,2530,2480-020-002,3316 W CLARK AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1941,1945,1771,3,2,1,19710330,38909.0,1975,42877.0,1975,81786.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,81786.0,7000.0,74786.0, ,3,3183,TRACT NO 9666 LOT   14,3316, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162480020002,34.16532895,-118.34181159,"CLARK AVE
(34.16532895, -118.34181159)"
91505-2903,BURBANK    ,2480020003,2016,2530,2480-020-003,3310 W CLARK AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1941,1950,1853,4,3,1,20090619,122499.0,1984,164712.0,1984,287211.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,287211.0,7000.0,280211.0, ,3,3183,TRACT NO 9666 LOT   15,3310, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162480020003,34.16538039,-118.34165753,"CLARK AVE
(34.16538039, -118.34165753)"
91505-2903,BURBANK    ,2480020004,2016,2530,2480-020-004,3304 W CLARK AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,1950,2300,4,3,1,19881021,248236.0,1989,187680.0,1989,435916.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,435916.0,0.0,435916.0, ,3,3183,TRACT NO 9666 LOT   16,3304, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162480020004,34.16543085,-118.34150347,"CLARK AVE
(34.16543085, -118.34150347)"
91505-2903,BURBANK    ,2480020005,2016,2530,2480-020-005,3300 W CLARK AVE  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1944,1944,1035,3,1,1,20120626,339532.0,2012,84882.0,2012,424414.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,424414.0,0.0,424414.0, ,3,3183,TRACT NO 9666 LOT   17,3300, ,W,CLARK AVE, ,BURBANK CA,91505.0,20162480020005,34.16548653,-118.34133343,"CLARK AVE
(34.16548653, -118.34133343)"
91505-2937,BURBANK    ,2480020006,2016,2530,2480-020-006,741 N CALIFORNIA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1948,1950,1536,3,2,1,20041115,181099.0,2000,147235.0,2000,328334.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,328334.0,0.0,328334.0, ,3,3183,TRACT NO 9666 LOT   18,741, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020006,34.16517938,-118.34131759,"CALIFORNIA ST
(34.16517938, -118.34131759)"
91505-2937,BURBANK    ,2480020007,2016,2530,2480-020-007,737 N CALIFORNIA ST  BURBANK CA  91505,R-I,0201,Residential,"Double, Duplex, or Two Units",4 Stories or Less,Pool,2,1946,1952,2052,4,2,3,20050420,286187.0,1988,794.0,1988,286981.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,286981.0,0.0,286981.0, ,3,3414,TRACT NO 9666 LOT   19,737, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020007,34.16505069,-118.34125524,"CALIFORNIA ST
(34.16505069, -118.34125524)"
91505-2937,BURBANK    ,2480020008,2016,2530,2480-020-008,733 N CALIFORNIA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,1,1940,1943,1935,0,0,2,20040402,36423.0,1975,30001.0,1975,66424.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,66424.0,7000.0,59424.0, ,3,3414,TRACT NO 9666 LOT 20 AND NW 2 FT OF LOT   21,733, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020008,34.16492032,-118.34119202,"CALIFORNIA ST
(34.16492032, -118.34119202)"
91505-2937,BURBANK    ,2480020009,2016,2530,2480-020-009,729 N CALIFORNIA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1940,888,2,1,1,20040930,621715.0,2005,23545.0,2005,645260.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,645260.0,7000.0,638260.0, ,3,3183,TRACT NO 9666 SE 48 FT OF LOT   21,729, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020009,34.16479081,-118.34112906,"CALIFORNIA ST
(34.16479081, -118.34112906)"
91505-2937,BURBANK    ,2480020010,2016,2530,2480-020-010,725 N CALIFORNIA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1941,1943,1059,2,1,1,20151109,309070.0,2013,44817.0,2013,353887.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,353887.0,7000.0,346887.0, ,3,3183,TRACT NO 9666 LOT   22,725, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020010,34.16466489,-118.34106869,"CALIFORNIA ST
(34.16466489, -118.34106869)"
91505-2937,BURBANK    ,2480020011,2016,2530,2480-020-011,721 N CALIFORNIA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1941,1942,905,2,1,1,19991020,231619.0,2000,91520.0,2000,323139.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,323139.0,7000.0,316139.0, ,3,3183,TRACT NO 9666 LOT   23,721, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020011,34.16453896,-118.34100749999999,"CALIFORNIA ST
(34.16453896, -118.34100750)"
91505-2937,BURBANK    ,2480020012,2016,2530,2480-020-012,717 N CALIFORNIA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1942,1944,940,2,2,1,20011218,213962.0,2000,53485.0,2000,267447.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,267447.0,0.0,267447.0, ,3,3183,TRACT NO 9666 LOT   24,717, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020012,34.16441167,-118.34094473,"CALIFORNIA ST
(34.16441167, -118.34094473)"
91505-2937,BURBANK    ,2480020013,2016,2530,2480-020-013,713 N CALIFORNIA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1948,1950,1670,3,2,1,20030505,301982.0,1991,228177.0,1991,530159.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,530159.0,7000.0,523159.0, ,3,3183,TRACT NO 9666 LOT   25,713, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020013,34.16428319,-118.34088348,"CALIFORNIA ST
(34.16428319, -118.34088348)"
91505-2937,BURBANK    ,2480020014,2016,2530,2480-020-014,711 N CALIFORNIA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1937,1937,642,2,1,1,20100707,36423.0,1975,12813.0,1975,49236.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,49236.0,0.0,49236.0, ,3,3183,TRACT NO 9666 LOT   26,711, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020014,34.16415589,-118.34082096,"CALIFORNIA ST
(34.16415589, -118.34082096)"
91505-2937,BURBANK    ,2480020015,2016,2530,2480-020-015,707 N CALIFORNIA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1941,1950,2106,6,3,1,20040130,160641.0,1998,163068.0,1998,323709.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,323709.0,0.0,323709.0, ,3,3183,TRACT NO 9666 LOT   27,707, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480020015,34.16402775,-118.34075949,"CALIFORNIA ST
(34.16402775, -118.34075949)"
91505-2946,BURBANK    ,2480020016,2016,2530,2480-020-016,704 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1940,1940,1014,2,2,1,20021028,318097.0,2003,87155.0,2003,405252.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,405252.0,0.0,405252.0, ,3,3183,TRACT NO 9666 LOT   56,704, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020016,34.16388971,-118.34117457,"LIMA ST
(34.16388971, -118.34117457)"
91505-2946,BURBANK    ,2480020017,2016,2530,2480-020-017,708 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1937,1970,2325,3,3,1,20051205,160001.0,1997,243861.0,1997,403862.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,403862.0,0.0,403862.0, ,3,3183,TRACT NO 9666 LOT   57,708, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020017,34.16401765,-118.34123611,"LIMA ST
(34.16401765, -118.34123611)"
91505-2946,BURBANK    ,2480020018,2016,2530,2480-020-018,712 N LIMA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1937,1957,2226,4,3,1,20021126,41816.0,1975,95741.0,1975,137557.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,137557.0,7000.0,130557.0, ,3,3183,TRACT NO 9666 LOT   58,712, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020018,34.1641453,-118.34129811,"LIMA ST
(34.16414530, -118.34129811)"
91505-2946,BURBANK    ,2480020019,2016,2530,2480-020-019,716 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1936,1944,1776,3,2,1,19630812,41816.0,1975,40982.0,1975,82798.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,82798.0,0.0,82798.0, ,3,3183,TRACT NO 9666 LOT   59,716, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020019,34.16427367,-118.3413591,"LIMA ST
(34.16427367, -118.34135910)"
91505-2946,BURBANK    ,2480020020,2016,2530,2480-020-020,720 N LIMA ST  BURBANK CA  91505,SFR,0104,Residential,Single Family Residence, ,Therapy Pool (Spa),1,1937,1940,1291,2,1,1,20131009,521908.0,2014,141867.0,2014,663775.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,663775.0,7000.0,656775.0, ,3,3183,TRACT NO 9666 LOT   60,720, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020020,34.16440071,-118.34142088,"LIMA ST
(34.16440071, -118.34142088)"
91505-2946,BURBANK    ,2480020021,2016,2530,2480-020-021,724 N LIMA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1937,1952,2096,4,2,1,19990903,41816.0,1975,84540.0,1975,126356.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,126356.0,7000.0,119356.0, ,3,3183,TRACT NO 9666 LOT   61,724, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020021,34.164528000000004,-118.34148262,"LIMA ST
(34.16452800, -118.34148262)"
91505-2946,BURBANK    ,2480020022,2016,2530,2480-020-022,728 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1925,1928,1380,2,2,1,19950809,168393.0,1996,112258.0,1996,280651.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,280651.0,7000.0,273651.0, ,3,3183,TRACT NO 9666 LOT   62,728, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020022,34.16465692,-118.34154401,"LIMA ST
(34.16465692, -118.34154401)"
91505-2946,BURBANK    ,2480020023,2016,2530,2480-020-023,732 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1950,1951,1597,3,2,1,19710115,41816.0,1975,45955.0,1975,87771.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,87771.0,7000.0,80771.0, ,3,3183,TRACT NO 9666 LOT   63,732, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020023,34.16478601,-118.3416067,"LIMA ST
(34.16478601, -118.34160670)"
91505-2946,BURBANK    ,2480020024,2016,2530,2480-020-024,736 N LIMA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,1962,1682,3,2,1,20131120,569000.0,2008,142000.0,2008,711000.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,711000.0,7000.0,704000.0, ,3,3183,TRACT NO 9666 LOT   64,736, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020024,34.16491442,-118.3416683,"LIMA ST
(34.16491442, -118.34166830)"
91505-2946,BURBANK    ,2480020025,2016,2530,2480-020-025,740 N LIMA ST  BURBANK CA  91505,SFR,0101,Residential,Single Family Residence, ,Pool,1,1936,1950,2275,4,2,1,20110310,457424.0,2010,250247.0,2010,707671.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,707671.0,0.0,707671.0, ,3,3183,TRACT NO 9666 LOT   65,740, ,N,LIMA ST, ,BURBANK CA,91505.0,20162480020025,34.16504306,-118.34172975,"LIMA ST
(34.16504306, -118.34172975)"
91505-2937,BURBANK    ,2480021001,2016,2530,2480-021-001,701 N CALIFORNIA ST  BURBANK CA  91505,R-I,0200,Residential,"Double, Duplex, or Two Units",4 Stories or Less, ,2,1941,1981,2752,5,4,2,20010828,158480.0,2002,293261.0,2002,451741.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,451741.0,7000.0,444741.0, ,3,3414,TRACT NO 9666 LOT   28,701, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480021001,34.16389958,-118.34069723,"CALIFORNIA ST
(34.16389958, -118.34069723)"
91505-2936,BURBANK    ,2480021002,2016,2530,2480-021-002,641 N CALIFORNIA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1939,1939,1132,2,1,1,20031001,73208.0,1987,144323.0,1987,217531.0,0.0,0.0,0.0,0.0,0.0,0.0,Y,217531.0,0.0,217531.0, ,3,3183,TRACT NO 9666 LOT   29,641, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480021002,34.16377341,-118.34063641,"CALIFORNIA ST
(34.16377341, -118.34063641)"
91505-2936,BURBANK    ,2480021003,2016,2530,2480-021-003,637 N CALIFORNIA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1938,1965,2306,2,3,1,20140528,548004.0,2014,301133.0,2014,849137.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,849137.0,7000.0,842137.0, ,3,3183,TRACT NO 9666 LOT   30,637, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480021003,34.16364695,-118.34057801,"CALIFORNIA ST
(34.16364695, -118.34057801)"
91505-2936,BURBANK    ,2480021004,2016,2530,2480-021-004,633 N CALIFORNIA ST  BURBANK CA  91505,SFR,0104,Residential,Single Family Residence, ,Therapy Pool (Spa),1,1953,1973,2573,4,3,1,20120831,54189.0,1976,198010.0,1976,252199.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,252199.0,7000.0,245199.0, ,3,3183,TRACT NO 9666 LOT   31,633, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480021004,34.16351971,-118.3405158,"CALIFORNIA ST
(34.16351971, -118.34051580)"
91505-2936,BURBANK    ,2480021005,2016,2530,2480-021-005,631 N CALIFORNIA ST  BURBANK CA  91505,SFR,0100,Residential,Single Family Residence, , ,1,1944,1946,1402,3,1,1,19981014,303984.0,1990,92301.0,1990,396285.0,7000.0,0.0,0.0,0.0,0.0,0.0,Y,396285.0,7000.0,389285.0, ,3,3183,TRACT NO 9666 LOT   32,631, ,N,CALIFORNIA ST, ,BURBANK CA,91505.0,20162480021005,34.16339173,-118.34045489,"CALIFORNIA ST
(34.16339173, -118.34045489)"
